,eid,timestamp,lifecycle,resource,activity,material,purchase_requisition,quotation,purchase_order,goods_receipt,invoice_receipt,payment
6988,event:14019,2023-07-17T07:37:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:918'],['invoice receipt:917'],
6989,event:14020,2023-07-17T07:57:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:450'],['purchase_order:769'],,,
6990,event:14021,2023-07-17T10:34:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,['material:1138'],['purchase_requisition:461:pr_trigger_461'],,,,,
6991,event:14023,2023-07-17T14:06:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:752'],['goods receipt:916'],,
6992,event:14024,2023-07-17T15:59:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:455'],['purchase_order:772'],,,
6993,event:14025,2023-07-17T18:50:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:916'],['invoice receipt:917'],
6994,event:14026,2023-07-17T19:17:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:460:pr_trigger_460'],['quotation:460'],,,,
6995,event:14027,2023-07-17T20:49:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:756'],['goods receipt:925'],,
6996,event:14028,2023-07-17T22:52:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:754'],['goods receipt:912'],['invoice receipt:912'],['payment:443']
6997,event:14029,2023-07-18T02:16:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:764'],['goods receipt:923'],,
6998,event:14030,2023-07-18T06:23:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:763'],['goods receipt:921'],,
6999,event:14037,2023-07-18T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:916'],['invoice receipt:917'],
7000,event:14038,2023-07-18T07:41:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:757'],['goods receipt:925'],,
7001,event:14039,2023-07-18T07:57:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:456'],['purchase_order:768'],,,
7002,event:14041,2023-07-18T12:35:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:757'],['goods receipt:926'],,
7003,event:14042,2023-07-18T13:12:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:758'],['goods receipt:915'],,
7004,event:14043,2023-07-18T13:35:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,['material:1138'],['purchase_requisition:461:pr_trigger_461'],,,,,
7005,event:14045,2023-07-18T14:50:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:763'],['goods receipt:922'],,
7006,event:14049,2023-07-18T15:36:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:1143', 'material:1144', 'material:1142']",['purchase_requisition:463:pr_trigger_463'],,,,,
7007,event:14050,2023-07-18T16:33:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:764'],['goods receipt:921'],,
7008,event:14051,2023-07-18T18:22:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:765'],['goods receipt:920'],,
7009,event:14052,2023-07-18T20:31:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:923'],['invoice receipt:921'],
7010,event:14053,2023-07-18T20:39:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:760'],['goods receipt:927'],,
7011,event:14054,2023-07-18T20:48:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:450'],['purchase_order:770'],,,
7012,event:14055,2023-07-18T22:04:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:459:pr_trigger_459'],['quotation:457'],,,,
7013,event:14056,2023-07-18T22:13:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:462:pr_trigger_462'],['quotation:461'],,,,
7014,event:14057,2023-07-18T22:34:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:913'],['invoice receipt:918'],
7015,event:14058,2023-07-18T22:52:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:921'],['invoice receipt:921'],
7016,event:14059,2023-07-18T23:29:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:460'],['purchase_order:777'],,,
7017,event:14060,2023-07-19T00:40:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:460'],['purchase_order:776'],,,
7018,event:14061,2023-07-19T01:37:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:922'],['invoice receipt:921'],
7019,event:14062,2023-07-19T06:54:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:455'],['purchase_order:774'],,,
7020,event:14082,2023-07-19T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:923'],['invoice receipt:921'],
7021,event:14083,2023-07-19T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:913'],['invoice receipt:918'],
7022,event:14084,2023-07-19T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:921'],['invoice receipt:921'],
7023,event:14085,2023-07-19T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:922'],['invoice receipt:921'],
7024,event:14088,2023-07-19T07:11:00.000Z,complete,Manufacturing Department,Delegate Purchase Requisition Approval,"['material:1143', 'material:1144', 'material:1142']",['purchase_requisition:463:pr_trigger_463'],,,,,
7025,event:14090,2023-07-19T08:28:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:919'],['invoice receipt:923'],
7026,event:14092,2023-07-19T08:38:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:919'],['invoice receipt:923'],
7027,event:14093,2023-07-19T09:06:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:455:pr_trigger_455'],['quotation:454'],,,,
7028,event:14097,2023-07-19T10:13:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:920'],['invoice receipt:923'],
7029,event:14099,2023-07-19T10:23:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:920'],['invoice receipt:923'],
7030,event:14101,2023-07-19T10:33:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:455'],['purchase_order:775'],,,
7031,event:14103,2023-07-19T10:51:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:455'],['purchase_order:774'],,,
7032,event:14104,2023-07-19T11:00:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:454'],['purchase_order:784'],,,
7033,event:14106,2023-07-19T12:25:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:456:pr_trigger_456'],['quotation:459'],,,,
7034,event:14108,2023-07-19T12:36:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:756'],['goods receipt:924'],,
7035,event:14112,2023-07-19T13:54:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:445'],['purchase_order:766'],,,
7036,event:14114,2023-07-19T16:04:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:461'],['purchase_order:781'],,,
7037,event:14115,2023-07-19T20:24:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:925'],['invoice receipt:926'],
7038,event:14116,2023-07-19T20:28:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:449'],['purchase_order:762'],,,
7039,event:14117,2023-07-19T20:43:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:1148', 'material:1150', 'material:1149']",['purchase_requisition:465:pr_trigger_465'],,,,,
7040,event:14118,2023-07-19T22:57:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:452'],['purchase_order:767'],,,
7041,event:14119,2023-07-20T01:24:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:457'],['purchase_order:778'],,,
7042,event:14120,2023-07-20T01:35:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:454'],['purchase_order:784'],,,
7043,event:14121,2023-07-20T01:55:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:755'],['goods receipt:913'],['invoice receipt:918'],['payment:444']
7044,event:14122,2023-07-20T04:51:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:455'],['purchase_order:773'],,,
7045,event:14123,2023-07-20T05:05:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:926'],['invoice receipt:926'],
7046,event:14141,2023-07-20T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:925'],['invoice receipt:926'],
7047,event:14142,2023-07-20T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:926'],['invoice receipt:926'],
7048,event:14143,2023-07-20T08:52:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:1153', 'material:1152', 'material:1154']",['purchase_requisition:467:pr_trigger_467'],,,,,
7049,event:14145,2023-07-20T10:30:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:461'],['purchase_order:781'],,,
7050,event:14146,2023-07-20T10:38:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:762'],['goods receipt:933'],,
7051,event:14147,2023-07-20T11:42:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,['material:1151'],['purchase_requisition:466:pr_trigger_466'],,,,,
7052,event:14149,2023-07-20T12:30:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:1159', 'material:1158']",['purchase_requisition:469:pr_trigger_469'],,,,,
7053,event:14151,2023-07-20T13:40:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:917'],['invoice receipt:917'],
7054,event:14153,2023-07-20T13:50:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:917'],['invoice receipt:917'],
7055,event:14155,2023-07-20T14:11:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:1153', 'material:1152', 'material:1154']",['purchase_requisition:467:pr_trigger_467'],,,,,
7056,event:14157,2023-07-20T14:59:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:461:pr_trigger_461'],['quotation:463'],,,,
7057,event:14159,2023-07-20T15:31:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:769'],['goods receipt:931'],,
7058,event:14160,2023-07-20T15:54:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:749'],"['goods receipt:908', 'goods receipt:907']",['invoice receipt:904'],['payment:439']
7059,event:14161,2023-07-20T17:03:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:455'],['purchase_order:773'],,,
7060,event:14162,2023-07-20T19:44:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:758', 'purchase_order:759']","['goods receipt:915', 'goods receipt:914']",['invoice receipt:914'],['payment:442']
7061,event:14163,2023-07-20T20:30:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:751'],['goods receipt:918'],,
7062,event:14164,2023-07-21T00:36:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:924'],['invoice receipt:926'],
7063,event:14165,2023-07-21T01:04:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:454'],['purchase_order:782'],,,
7064,event:14166,2023-07-21T01:37:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:454'],['purchase_order:783'],,,
7065,event:14167,2023-07-21T04:37:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:761'],['goods receipt:935'],,
7066,event:14168,2023-07-21T05:14:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:463'],['purchase_order:786'],,,
7067,event:14175,2023-07-21T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:924'],['invoice receipt:926'],
7068,event:14177,2023-07-21T08:08:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:761'],['goods receipt:933'],,
7069,event:14178,2023-07-21T09:21:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,['material:1160'],['purchase_requisition:470:pr_trigger_470'],,,,,
7070,event:14180,2023-07-21T09:53:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:751', 'purchase_order:752', 'purchase_order:753']","['goods receipt:917', 'goods receipt:916', 'goods receipt:918']",['invoice receipt:917'],['payment:447']
7071,event:14181,2023-07-21T15:29:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:1159', 'material:1158']",['purchase_requisition:469:pr_trigger_469'],,,,,
7072,event:14182,2023-07-21T17:45:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:761'],['goods receipt:934'],,
7073,event:14183,2023-07-21T20:23:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:769'],['goods receipt:930'],,
7074,event:14184,2023-07-22T01:06:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:463'],['purchase_order:786'],,,
7075,event:14185,2023-07-22T02:17:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:757'],['goods receipt:924'],,
7076,event:14186,2023-07-22T03:02:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:459'],['purchase_order:785'],,,
7077,event:14187,2023-07-22T04:22:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:756'],['goods receipt:926'],,
7078,event:14188,2023-07-22T05:17:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:765'],"['goods receipt:920', 'goods receipt:919']",['invoice receipt:923'],['payment:446']
7079,event:14189,2023-07-22T06:04:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:457'],['purchase_order:779'],,,
7080,event:14190,2023-07-22T07:18:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:762'],['goods receipt:934'],,
7081,event:14191,2023-07-22T11:08:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,['material:1161'],['purchase_requisition:471:pr_trigger_471'],,,,,
7082,event:14193,2023-07-22T11:31:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,['material:1151'],['purchase_requisition:466:pr_trigger_466'],,,,,
7083,event:14192,2023-07-22T11:31:00.000Z,complete,Finance/Account Department,Execute Payment,,,,"['purchase_order:757', 'purchase_order:756']","['goods receipt:924', 'goods receipt:926', 'goods receipt:925']",['invoice receipt:926'],['payment:448']
7084,event:14194,2023-07-22T12:22:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:461'],['purchase_order:780'],,,
7085,event:14195,2023-07-22T12:38:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:458'],['purchase_order:771'],,,
7086,event:14196,2023-07-22T14:48:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:760'],['goods receipt:928'],,
7087,event:14197,2023-07-22T15:59:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:746'],"['goods receipt:910', 'goods receipt:909']",['invoice receipt:907'],['payment:441']
7088,event:14198,2023-07-22T18:14:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:763'],['goods receipt:923'],,
7089,event:14199,2023-07-22T18:22:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:762'],['goods receipt:935'],,
7090,event:14200,2023-07-22T19:22:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:460'],['purchase_order:776'],,,
7091,event:14201,2023-07-22T22:01:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:767'],['goods receipt:936'],,
7092,event:14202,2023-07-23T02:27:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:455'],['purchase_order:772'],,,
7093,event:14203,2023-07-23T09:59:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:467:pr_trigger_467'],['quotation:466'],,,,
7094,event:14204,2023-07-23T10:48:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:464:pr_trigger_464'],['quotation:462'],,,,
7095,event:14205,2023-07-23T22:29:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,['material:1160'],['purchase_requisition:470:pr_trigger_470'],,,,,
7096,event:14206,2023-07-24T03:46:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:454'],['purchase_order:782'],,,
7097,event:14207,2023-07-24T04:33:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:468:pr_trigger_468'],['quotation:465'],,,,
7098,event:14231,2023-07-24T08:02:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:1165', 'material:1166', 'material:1164']",['purchase_requisition:473:pr_trigger_473'],,,,,
7099,event:14233,2023-07-24T08:52:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,"['material:1163', 'material:1162']",['purchase_requisition:472:pr_trigger_472'],,,,,
7100,event:14235,2023-07-24T09:08:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:928'],['invoice receipt:931'],
7101,event:14237,2023-07-24T09:18:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:928'],['invoice receipt:931'],
7102,event:14239,2023-07-24T10:28:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:927'],['invoice receipt:931'],
7103,event:14241,2023-07-24T10:38:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:927'],['invoice receipt:931'],
7104,event:14243,2023-07-24T10:45:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:462'],['purchase_order:788'],,,
7105,event:14245,2023-07-24T12:30:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:786'],['goods receipt:937'],,
7106,event:14247,2023-07-24T13:25:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:771'],['goods receipt:938'],,
7107,event:14249,2023-07-24T17:37:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:459'],['purchase_order:785'],,,
7108,event:14250,2023-07-25T00:45:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:457'],['purchase_order:779'],,,
7109,event:14251,2023-07-25T00:57:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:938'],['invoice receipt:934'],
7110,event:14252,2023-07-25T01:51:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:764'],['goods receipt:922'],,
7111,event:14253,2023-07-25T02:16:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:462'],['purchase_order:789'],,,
7112,event:14254,2023-07-25T02:55:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:460'],['purchase_order:777'],,,
7113,event:14255,2023-07-25T03:59:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,['material:1161'],['purchase_requisition:471:pr_trigger_471'],,,,,
7114,event:14256,2023-07-25T05:56:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:470:pr_trigger_470'],['quotation:469'],,,,
7115,event:14266,2023-07-25T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:938'],['invoice receipt:934'],
7116,event:14268,2023-07-25T08:09:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:457'],['purchase_order:778'],,,
7117,event:14273,2023-07-25T08:44:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:1163', 'material:1162']",['purchase_requisition:472:pr_trigger_472'],,,,,
7118,event:14275,2023-07-25T08:59:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:771'],['goods receipt:938'],['invoice receipt:934'],['payment:450']
7119,event:14276,2023-07-25T09:23:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:472:pr_trigger_472'],['quotation:472'],,,,
7120,event:14278,2023-07-25T12:12:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:469'],['purchase_order:793'],,,
7121,event:14280,2023-07-25T13:19:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:472'],['purchase_order:794'],,,
7122,event:14282,2023-07-25T13:53:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:469'],['purchase_order:793'],,,
7123,event:14284,2023-07-25T15:04:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:779'],['goods receipt:942'],,
7124,event:14285,2023-07-25T16:32:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:465'],['purchase_order:792'],,,
7125,event:14286,2023-07-25T18:40:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:937'],['invoice receipt:933'],
7126,event:14287,2023-07-25T19:06:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:766'],['goods receipt:932'],,
7127,event:14288,2023-07-25T19:50:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:778'],['goods receipt:943'],,
7128,event:14289,2023-07-25T20:43:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:474:pr_trigger_474'],['quotation:470'],,,,
7129,event:14290,2023-07-25T21:16:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:472'],['purchase_order:794'],,,
7130,event:14291,2023-07-25T22:42:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:936'],['invoice receipt:932'],
7131,event:14292,2023-07-25T23:35:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:934'],['invoice receipt:929'],
7132,event:14293,2023-07-26T00:57:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:465'],['purchase_order:791'],,,
7133,event:14294,2023-07-26T02:08:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:779'],['goods receipt:943'],,
7134,event:14295,2023-07-26T04:29:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:777'],['goods receipt:941'],,
7135,event:14296,2023-07-26T04:55:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:776'],['goods receipt:940'],,
7136,event:14297,2023-07-26T05:07:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:776'],['goods receipt:941'],,
7137,event:14311,2023-07-26T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:937'],['invoice receipt:933'],
7138,event:14312,2023-07-26T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:936'],['invoice receipt:932'],
7139,event:14313,2023-07-26T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:934'],['invoice receipt:929'],
7140,event:14316,2023-07-26T08:27:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:466:pr_trigger_466'],['quotation:468'],,,,
7141,event:14318,2023-07-26T10:23:00.000Z,complete,Manufacturing Department,Create Purchase Requisition,['material:1169'],['purchase_requisition:475:pr_trigger_475'],,,,,
7142,event:14320,2023-07-26T10:35:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:462'],['purchase_order:789'],,,
7143,event:14321,2023-07-26T11:10:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:777'],['goods receipt:940'],,
7144,event:14322,2023-07-26T13:31:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:1148', 'material:1150', 'material:1149']",['purchase_requisition:465:pr_trigger_465'],,,,,
7145,event:14324,2023-07-26T17:14:00.000Z,complete,Procurement Requisition Manager,Approve Purchase Requisition,"['material:1165', 'material:1166', 'material:1164']",['purchase_requisition:473:pr_trigger_473'],,,,,
7146,event:14325,2023-07-26T23:24:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:465'],['purchase_order:792'],,,
7147,event:14326,2023-07-27T03:23:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:943'],['invoice receipt:937'],
7148,event:14327,2023-07-27T03:36:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:470'],['purchase_order:795'],,,
7149,event:14328,2023-07-27T06:00:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:941'],['invoice receipt:939'],
7150,event:14333,2023-07-27T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:943'],['invoice receipt:937'],
7151,event:14334,2023-07-27T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:941'],['invoice receipt:939'],
7152,event:14335,2023-07-27T08:46:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:794'],['goods receipt:945'],,
7153,event:14337,2023-07-27T09:49:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:466'],['purchase_order:787'],,,
7154,event:14339,2023-07-27T13:23:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:770'],['goods receipt:931'],,
7155,event:14342,2023-07-27T13:27:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:462'],['purchase_order:790'],,,
7156,event:14344,2023-07-27T14:46:00.000Z,complete,Procurement Department,Create Purchase Order,,,['quotation:468'],['purchase_order:796'],,,
7157,event:14346,2023-07-27T15:00:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:942'],['invoice receipt:937'],
7158,event:14347,2023-07-27T16:43:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:931'],['invoice receipt:942'],
7159,event:14348,2023-07-27T17:15:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:930'],['invoice receipt:942'],
7160,event:14349,2023-07-27T19:05:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:935'],['invoice receipt:929'],
7161,event:14350,2023-07-27T19:32:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:468'],['purchase_order:796'],,,
7162,event:14351,2023-07-28T01:13:00.000Z,complete,Procurement Order Manager,Approve Purchase Order,,,['quotation:470'],['purchase_order:795'],,,
7163,event:14352,2023-07-28T02:36:00.000Z,complete,Finance/Account Department,Execute Payment,,,,['purchase_order:760'],"['goods receipt:928', 'goods receipt:927']",['invoice receipt:931'],['payment:449']
7164,event:14353,2023-07-28T03:42:00.000Z,complete,Procurement Department,Create Request for Quotation,,['purchase_requisition:471:pr_trigger_471'],['quotation:471'],,,,
7165,event:14354,2023-07-28T05:15:00.000Z,complete,Finance/Account Department,Create Invoice Receipt,,,,,['goods receipt:940'],['invoice receipt:939'],
7166,event:14367,2023-07-28T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:942'],['invoice receipt:937'],
7167,event:14368,2023-07-28T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:931'],['invoice receipt:942'],
7168,event:14369,2023-07-28T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:930'],['invoice receipt:942'],
7169,event:14370,2023-07-28T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:935'],['invoice receipt:929'],
7170,event:14371,2023-07-28T07:10:00.000Z,complete,Finance/Account Department,Perform Two-Way Match,,,,,['goods receipt:940'],['invoice receipt:939'],
7171,event:14366,2023-07-28T07:10:00.000Z,complete,Warehouse Department,Create Goods Receipt,,,,['purchase_order:770'],['goods receipt:930'],,
