,eid,activity,timestamp,CreatedBy,ApprovedBy,PostedBy,ScreenedBy,Outcome,Result,Decision,JobRequisition,HiringManager,Recruiter,Candidate,Assessment,Interviewer
9790,E0009791,Send Rejection Letter,2045-02-22 21:00:17.823636+00:00,,,,,,,,,,,['C01607'],,
9791,E0009792,Submit Application,2045-02-22 21:45:17.823636+00:00,,,,,,,,['JR078'],,,['C01608'],,
9792,E0009793,Screen Resume,2045-02-22 23:24:17.823636+00:00,,,,R009,,,,,,['R009'],['C01608'],,
9793,E0009794,Send Rejection Letter,2045-02-23 13:24:17.823636+00:00,,,,,,,,,,,['C01608'],,
9794,E0009795,Submit Application,2045-02-23 14:03:17.823636+00:00,,,,,,,,['JR093'],,,['C01609'],,
9795,E0009796,Screen Resume,2045-02-23 14:50:17.823636+00:00,,,,R008,,,,,,['R008'],['C01609'],,
9796,E0009797,Schedule Initial Interview,2045-02-24 09:50:17.823636+00:00,,,,,,,,,,['R008'],['C01609'],,
9797,E0009798,Conduct Initial Interview,2045-02-25 02:50:17.823636+00:00,,,,,Fail,,,,,['R008'],['C01609'],,
9798,E0009799,Send Rejection Letter,2045-02-25 22:50:17.823636+00:00,,,,,,,,,,,['C01609'],,
9799,E0009800,Submit Application,2045-02-25 23:45:17.823636+00:00,,,,,,,,['JR044'],,,['C01610'],,
9800,E0009801,Screen Resume,2045-02-26 01:05:17.823636+00:00,,,,R005,,,,,,['R005'],['C01610'],,
9801,E0009802,Schedule Initial Interview,2045-02-26 06:05:17.823636+00:00,,,,,,,,,,['R005'],['C01610'],,
9802,E0009803,Conduct Initial Interview,2045-02-26 17:05:17.823636+00:00,,,,,Fail,,,,,['R005'],['C01610'],,
9803,E0009804,Send Rejection Letter,2045-02-27 05:05:17.823636+00:00,,,,,,,,,,,['C01610'],,
9804,E0009805,Submit Application,2045-02-27 05:46:17.823636+00:00,,,,,,,,['JR058'],,,['C01611'],,
9805,E0009806,Screen Resume,2045-02-27 09:46:17.823636+00:00,,,,R004,,,,,,['R004'],['C01611'],,
9806,E0009807,Send Rejection Letter,2045-02-27 11:46:17.823636+00:00,,,,,,,,,,,['C01611'],,
9807,E0009808,Submit Application,2045-02-27 12:28:17.823636+00:00,,,,,,,,['JR089'],,,['C01612'],,
9808,E0009809,Screen Resume,2045-02-27 15:28:17.823636+00:00,,,,R008,,,,,,['R008'],['C01612'],,
9809,E0009810,Send Rejection Letter,2045-02-27 23:28:17.823636+00:00,,,,,,,,,,,['C01612'],,
9810,E0009811,Submit Application,2045-02-27 23:54:17.823636+00:00,,,,,,,,['JR070'],,,['C01613'],,
9811,E0009812,Screen Resume,2045-02-28 03:54:17.823636+00:00,,,,R006,,,,,,['R006'],['C01613'],,
9812,E0009813,Schedule Initial Interview,2045-03-01 22:54:17.823636+00:00,,,,,,,,,,['R006'],['C01613'],,
9813,E0009814,Conduct Initial Interview,2045-03-02 22:54:17.823636+00:00,,,,,Pass,,,,,['R006'],['C01613'],,
9814,E0009815,Send Assessment,2045-03-03 18:54:17.823636+00:00,,,,,,,,,,,['C01613'],['A00957'],
9815,E0009816,Complete Assessment,2045-03-06 04:54:17.823636+00:00,,,,,,,,,,,['C01613'],['A00957'],
9816,E0009817,Review Assessment,2045-03-06 10:54:17.823636+00:00,,,,,,Pass,,,['HM003'],,['C01613'],['A00957'],
9817,E0009818,Schedule Panel Interview,2045-03-09 07:54:17.823636+00:00,,,,,,,,,,,['C01613'],,"['I041', 'I043', 'I030', 'I032']"
9818,E0009819,Conduct Panel Interview,2045-03-15 13:54:17.823636+00:00,,,,,,,,,,,['C01613'],,"['I041', 'I043', 'I030', 'I032']"
9819,E0009820,Evaluate Interview,2045-03-16 02:54:17.823636+00:00,,,,,,,Proceed,,['HM003'],,['C01613'],,
9820,E0009821,Initiate Background Check,2045-03-16 22:54:17.823636+00:00,,,,,,,,,,,['C01613'],,
9821,E0009822,Complete Background Check,2045-03-26 22:54:17.823636+00:00,,,,,,Flagged,,,,,['C01613'],,
9822,E0009823,Send Rejection Letter,2045-03-27 15:54:17.823636+00:00,,,,,,,,,,,['C01613'],,
9823,E0009824,Submit Application,2045-03-27 16:40:17.823636+00:00,,,,,,,,['JR064'],,,['C01614'],,
9824,E0009825,Screen Resume,2045-03-27 17:11:17.823636+00:00,,,,R002,,,,,,['R002'],['C01614'],,
9825,E0009826,Schedule Initial Interview,2045-03-29 06:11:17.823636+00:00,,,,,,,,,,['R002'],['C01614'],,
9826,E0009827,Conduct Initial Interview,2045-03-30 08:11:17.823636+00:00,,,,,Fail,,,,,['R002'],['C01614'],,
9827,E0009828,Send Rejection Letter,2045-03-31 08:11:17.823636+00:00,,,,,,,,,,,['C01614'],,
9828,E0009829,Submit Application,2045-03-31 09:02:17.823636+00:00,,,,,,,,['JR005'],,,['C01615'],,
9829,E0009830,Screen Resume,2045-03-31 12:02:17.823636+00:00,,,,R008,,,,,,['R008'],['C01615'],,
9830,E0009831,Send Rejection Letter,2045-03-31 13:02:17.823636+00:00,,,,,,,,,,,['C01615'],,
9831,E0009832,Submit Application,2045-03-31 13:44:17.823636+00:00,,,,,,,,['JR052'],,,['C01616'],,
9832,E0009833,Screen Resume,2045-03-31 15:44:17.823636+00:00,,,,R006,,,,,,['R006'],['C01616'],,
9833,E0009834,Schedule Initial Interview,2045-04-02 12:44:17.823636+00:00,,,,,,,,,,['R006'],['C01616'],,
9834,E0009835,Conduct Initial Interview,2045-04-03 23:44:17.823636+00:00,,,,,Pass,,,,,['R006'],['C01616'],,
9835,E0009836,Send Assessment,2045-04-04 11:44:17.823636+00:00,,,,,,,,,,,['C01616'],['A00680'],
9836,E0009837,Complete Assessment,2045-04-06 13:44:17.823636+00:00,,,,,,,,,,,['C01616'],['A00680'],
9837,E0009838,Review Assessment,2045-04-07 12:44:17.823636+00:00,,,,,,Fail,,,['HM002'],,['C01616'],['A00680'],
9838,E0009839,Send Rejection Letter,2045-04-08 10:44:17.823636+00:00,,,,,,,,,,,['C01616'],,
9839,E0009840,Submit Application,2045-04-08 11:21:17.823636+00:00,,,,,,,,['JR059'],,,['C01617'],,
9840,E0009841,Screen Resume,2045-04-08 12:21:17.823636+00:00,,,,R005,,,,,,['R005'],['C01617'],,
9841,E0009842,Schedule Initial Interview,2045-04-09 23:21:17.823636+00:00,,,,,,,,,,['R005'],['C01617'],,
9842,E0009843,Conduct Initial Interview,2045-04-10 22:21:17.823636+00:00,,,,,Fail,,,,,['R005'],['C01617'],,
9843,E0009844,Send Rejection Letter,2045-04-11 10:21:17.823636+00:00,,,,,,,,,,,['C01617'],,
9844,E0009845,Submit Application,2045-04-11 10:38:17.823636+00:00,,,,,,,,['JR035'],,,['C01618'],,
9845,E0009846,Screen Resume,2045-04-11 14:38:17.823636+00:00,,,,R002,,,,,,['R002'],['C01618'],,
9846,E0009847,Schedule Initial Interview,2045-04-12 16:38:17.823636+00:00,,,,,,,,,,['R002'],['C01618'],,
9847,E0009848,Conduct Initial Interview,2045-04-13 18:38:17.823636+00:00,,,,,Pass,,,,,['R002'],['C01618'],,
9848,E0009849,Send Assessment,2045-04-14 14:38:17.823636+00:00,,,,,,,,,,,['C01618'],['A00362'],
9849,E0009850,Complete Assessment,2045-04-16 04:38:17.823636+00:00,,,,,,,,,,,['C01618'],['A00362'],
9850,E0009851,Review Assessment,2045-04-16 15:38:17.823636+00:00,,,,,,Pass,,,['HM011'],,['C01618'],['A00362'],
9851,E0009852,Schedule Panel Interview,2045-04-18 18:38:17.823636+00:00,,,,,,,,,,,['C01618'],,"['I035', 'I048', 'I037', 'I018']"
9852,E0009853,Conduct Panel Interview,2045-04-22 02:38:17.823636+00:00,,,,,,,,,,,['C01618'],,"['I035', 'I048', 'I037', 'I018']"
9853,E0009854,Evaluate Interview,2045-04-22 09:38:17.823636+00:00,,,,,,,Proceed,,['HM011'],,['C01618'],,
9854,E0009855,Initiate Background Check,2045-04-22 20:38:17.823636+00:00,,,,,,,,,,,['C01618'],,
9855,E0009856,Complete Background Check,2045-04-29 20:38:17.823636+00:00,,,,,,Clear,,,,,['C01618'],,
9856,E0009857,Prepare Offer Letter,2045-04-30 05:38:17.823636+00:00,,,,,,,,,['HM011'],,['C01618'],,
9857,E0009858,Send Offer Letter,2045-04-30 08:38:17.823636+00:00,,,,,,,,,,,['C01618'],,
9858,E0009859,Candidate Accept Offer,2045-05-03 20:38:17.823636+00:00,,,,,,,,,,,['C01618'],,
9859,E0009860,Start Onboarding,2045-05-08 20:38:17.823636+00:00,,,,,,,,,,,['C01618'],,
9860,E0009861,Complete HR Paperwork,2045-05-08 21:38:17.823636+00:00,,,,,,,,,,,['C01618'],,
9861,E0009862,Attend Orientation Training,2045-05-09 01:38:17.823636+00:00,,,,,,,,,,,['C01618'],,
9862,E0009863,Complete Onboarding,2045-05-09 05:38:17.823636+00:00,,,,,,,,,,,['C01618'],,
9863,E0009864,Submit Application,2045-05-09 06:00:17.823636+00:00,,,,,,,,['JR098'],,,['C01619'],,
9864,E0009865,Screen Resume,2045-05-09 07:16:17.823636+00:00,,,,R008,,,,,,['R008'],['C01619'],,
9865,E0009866,Schedule Initial Interview,2045-05-10 05:16:17.823636+00:00,,,,,,,,,,['R008'],['C01619'],,
9866,E0009867,Conduct Initial Interview,2045-05-12 07:16:17.823636+00:00,,,,,Pass,,,,,['R008'],['C01619'],,
9867,E0009868,Send Assessment,2045-05-13 02:16:17.823636+00:00,,,,,,,,,,,['C01619'],['A00992'],
9868,E0009869,Complete Assessment,2045-05-14 00:16:17.823636+00:00,,,,,,,,,,,['C01619'],['A00992'],
9869,E0009870,Review Assessment,2045-05-14 22:16:17.823636+00:00,,,,,,Pass,,,['HM001'],,['C01619'],['A00992'],
9870,E0009871,Schedule Panel Interview,2045-05-16 22:16:17.823636+00:00,,,,,,,,,,,['C01619'],,"['I015', 'I022', 'I034', 'I039']"
9871,E0009872,Conduct Panel Interview,2045-05-19 00:16:17.823636+00:00,,,,,,,,,,,['C01619'],,"['I015', 'I022', 'I034', 'I039']"
9872,E0009873,Evaluate Interview,2045-05-19 08:16:17.823636+00:00,,,,,,,Proceed,,['HM001'],,['C01619'],,
9873,E0009874,Initiate Background Check,2045-05-20 02:16:17.823636+00:00,,,,,,,,,,,['C01619'],,
9874,E0009875,Complete Background Check,2045-06-01 02:16:17.823636+00:00,,,,,,Flagged,,,,,['C01619'],,
9875,E0009876,Send Rejection Letter,2045-06-01 14:16:17.823636+00:00,,,,,,,,,,,['C01619'],,
9876,E0009877,Submit Application,2045-06-01 14:18:17.823636+00:00,,,,,,,,['JR047'],,,['C01620'],,
9877,E0009878,Screen Resume,2045-06-01 15:35:17.823636+00:00,,,,R007,,,,,,['R007'],['C01620'],,
9878,E0009879,Schedule Initial Interview,2045-06-02 16:35:17.823636+00:00,,,,,,,,,,['R007'],['C01620'],,
9879,E0009880,Conduct Initial Interview,2045-06-05 16:35:17.823636+00:00,,,,,Fail,,,,,['R007'],['C01620'],,
9880,E0009881,Send Rejection Letter,2045-06-05 17:35:17.823636+00:00,,,,,,,,,,,['C01620'],,
9881,E0009882,Submit Application,2045-06-05 17:56:17.823636+00:00,,,,,,,,['JR079'],,,['C01621'],,
9882,E0009883,Screen Resume,2045-06-05 19:49:17.823636+00:00,,,,R007,,,,,,['R007'],['C01621'],,
9883,E0009884,Send Rejection Letter,2045-06-06 04:49:17.823636+00:00,,,,,,,,,,,['C01621'],,
9884,E0009885,Submit Application,2045-06-06 04:50:17.823636+00:00,,,,,,,,['JR029'],,,['C01622'],,
9885,E0009886,Screen Resume,2045-06-06 05:50:17.823636+00:00,,,,R003,,,,,,['R003'],['C01622'],,
9886,E0009887,Send Rejection Letter,2045-06-06 22:50:17.823636+00:00,,,,,,,,,,,['C01622'],,
9887,E0009888,Submit Application,2045-06-06 22:55:17.823636+00:00,,,,,,,,['JR074'],,,['C01623'],,
9888,E0009889,Screen Resume,2045-06-06 23:24:17.823636+00:00,,,,R006,,,,,,['R006'],['C01623'],,
9889,E0009890,Send Rejection Letter,2045-06-07 19:24:17.823636+00:00,,,,,,,,,,,['C01623'],,
9890,E0009891,Submit Application,2045-06-07 19:35:17.823636+00:00,,,,,,,,['JR062'],,,['C01624'],,
9891,E0009892,Screen Resume,2045-06-07 22:35:17.823636+00:00,,,,R007,,,,,,['R007'],['C01624'],,
9892,E0009893,Schedule Initial Interview,2045-06-08 16:35:17.823636+00:00,,,,,,,,,,['R007'],['C01624'],,
9893,E0009894,Conduct Initial Interview,2045-06-08 21:35:17.823636+00:00,,,,,Pass,,,,,['R007'],['C01624'],,
9894,E0009895,Send Assessment,2045-06-09 09:35:17.823636+00:00,,,,,,,,,,,['C01624'],['A00859'],
9895,E0009896,Complete Assessment,2045-06-10 12:35:17.823636+00:00,,,,,,,,,,,['C01624'],['A00859'],
9896,E0009897,Review Assessment,2045-06-10 18:35:17.823636+00:00,,,,,,Fail,,,['HM020'],,['C01624'],['A00859'],
9897,E0009898,Send Rejection Letter,2045-06-11 04:35:17.823636+00:00,,,,,,,,,,,['C01624'],,
9898,E0009899,Submit Application,2045-06-11 04:42:17.823636+00:00,,,,,,,,['JR059'],,,['C01625'],,
9899,E0009900,Screen Resume,2045-06-11 07:42:17.823636+00:00,,,,R005,,,,,,['R005'],['C01625'],,
9900,E0009901,Schedule Initial Interview,2045-06-11 21:42:17.823636+00:00,,,,,,,,,,['R005'],['C01625'],,
9901,E0009902,Conduct Initial Interview,2045-06-12 20:42:17.823636+00:00,,,,,Fail,,,,,['R005'],['C01625'],,
9902,E0009903,Send Rejection Letter,2045-06-13 16:42:17.823636+00:00,,,,,,,,,,,['C01625'],,
9903,E0009904,Submit Application,2045-06-13 17:35:17.823636+00:00,,,,,,,,['JR028'],,,['C01626'],,
9904,E0009905,Screen Resume,2045-06-13 18:35:17.823636+00:00,,,,R001,,,,,,['R001'],['C01626'],,
9905,E0009906,Schedule Initial Interview,2045-06-14 22:35:17.823636+00:00,,,,,,,,,,['R001'],['C01626'],,
9906,E0009907,Conduct Initial Interview,2045-06-17 08:35:17.823636+00:00,,,,,Fail,,,,,['R001'],['C01626'],,
9907,E0009908,Send Rejection Letter,2045-06-17 10:35:17.823636+00:00,,,,,,,,,,,['C01626'],,
9908,E0009909,Submit Application,2045-06-17 11:15:17.823636+00:00,,,,,,,,['JR003'],,,['C01627'],,
9909,E0009910,Screen Resume,2045-06-17 13:15:17.823636+00:00,,,,R008,,,,,,['R008'],['C01627'],,
9910,E0009911,Send Rejection Letter,2045-06-18 10:15:17.823636+00:00,,,,,,,,,,,['C01627'],,
9911,E0009912,Submit Application,2045-06-18 10:34:17.823636+00:00,,,,,,,,['JR014'],,,['C01628'],,
9912,E0009913,Screen Resume,2045-06-18 12:30:17.823636+00:00,,,,R006,,,,,,['R006'],['C01628'],,
9913,E0009914,Schedule Initial Interview,2045-06-19 11:30:17.823636+00:00,,,,,,,,,,['R006'],['C01628'],,
9914,E0009915,Conduct Initial Interview,2045-06-20 10:30:17.823636+00:00,,,,,Fail,,,,,['R006'],['C01628'],,
9915,E0009916,Send Rejection Letter,2045-06-20 23:30:17.823636+00:00,,,,,,,,,,,['C01628'],,
9916,E0009917,Submit Application,2045-06-21 00:04:17.823636+00:00,,,,,,,,['JR079'],,,['C01629'],,
9917,E0009918,Screen Resume,2045-06-21 00:34:17.823636+00:00,,,,R007,,,,,,['R007'],['C01629'],,
9918,E0009919,Send Rejection Letter,2045-06-21 17:34:17.823636+00:00,,,,,,,,,,,['C01629'],,
9919,E0009920,Submit Application,2045-06-21 18:10:17.823636+00:00,,,,,,,,['JR061'],,,['C01630'],,
9920,E0009921,Screen Resume,2045-06-21 20:10:17.823636+00:00,,,,R002,,,,,,['R002'],['C01630'],,
9921,E0009922,Send Rejection Letter,2045-06-21 21:10:17.823636+00:00,,,,,,,,,,,['C01630'],,
9922,E0009923,Submit Application,2045-06-21 21:34:17.823636+00:00,,,,,,,,['JR035'],,,['C01631'],,
9923,E0009924,Screen Resume,2045-06-22 00:34:17.823636+00:00,,,,R002,,,,,,['R002'],['C01631'],,
9924,E0009925,Schedule Initial Interview,2045-06-22 09:34:17.823636+00:00,,,,,,,,,,['R002'],['C01631'],,
9925,E0009926,Conduct Initial Interview,2045-06-24 04:34:17.823636+00:00,,,,,Fail,,,,,['R002'],['C01631'],,
9926,E0009927,Send Rejection Letter,2045-06-24 18:34:17.823636+00:00,,,,,,,,,,,['C01631'],,
9927,E0009928,Submit Application,2045-06-24 18:55:17.823636+00:00,,,,,,,,['JR008'],,,['C01632'],,
9928,E0009929,Screen Resume,2045-06-24 20:24:17.823636+00:00,,,,R006,,,,,,['R006'],['C01632'],,
9929,E0009930,Schedule Initial Interview,2045-06-26 01:24:17.823636+00:00,,,,,,,,,,['R006'],['C01632'],,
9930,E0009931,Conduct Initial Interview,2045-06-28 22:24:17.823636+00:00,,,,,Fail,,,,,['R006'],['C01632'],,
9931,E0009932,Send Rejection Letter,2045-06-29 07:24:17.823636+00:00,,,,,,,,,,,['C01632'],,
9932,E0009933,Submit Application,2045-06-29 08:20:17.823636+00:00,,,,,,,,['JR039'],,,['C01633'],,
9933,E0009934,Screen Resume,2045-06-29 12:20:17.823636+00:00,,,,R003,,,,,,['R003'],['C01633'],,
9934,E0009935,Send Rejection Letter,2045-06-30 05:20:17.823636+00:00,,,,,,,,,,,['C01633'],,
9935,E0009936,Submit Application,2045-06-30 06:08:17.823636+00:00,,,,,,,,['JR044'],,,['C01634'],,
9936,E0009937,Screen Resume,2045-06-30 06:58:17.823636+00:00,,,,R005,,,,,,['R005'],['C01634'],,
9937,E0009938,Schedule Initial Interview,2045-07-01 04:58:17.823636+00:00,,,,,,,,,,['R005'],['C01634'],,
9938,E0009939,Conduct Initial Interview,2045-07-03 11:58:17.823636+00:00,,,,,Fail,,,,,['R005'],['C01634'],,
9939,E0009940,Send Rejection Letter,2045-07-03 22:58:17.823636+00:00,,,,,,,,,,,['C01634'],,
9940,E0009941,Submit Application,2045-07-03 23:52:17.823636+00:00,,,,,,,,['JR092'],,,['C01635'],,
9941,E0009942,Screen Resume,2045-07-04 01:52:17.823636+00:00,,,,R004,,,,,,['R004'],['C01635'],,
9942,E0009943,Schedule Initial Interview,2045-07-04 21:52:17.823636+00:00,,,,,,,,,,['R004'],['C01635'],,
9943,E0009944,Conduct Initial Interview,2045-07-05 13:52:17.823636+00:00,,,,,Pass,,,,,['R004'],['C01635'],,
9944,E0009945,Send Assessment,2045-07-06 12:52:17.823636+00:00,,,,,,,,,,,['C01635'],['A00832'],
9945,E0009946,Complete Assessment,2045-07-08 19:52:17.823636+00:00,,,,,,,,,,,['C01635'],['A00832'],
9946,E0009947,Review Assessment,2045-07-08 20:52:17.823636+00:00,,,,,,Pass,,,['HM003'],,['C01635'],['A00832'],
9947,E0009948,Schedule Panel Interview,2045-07-10 12:52:17.823636+00:00,,,,,,,,,,,['C01635'],,"['I003', 'I010']"
9948,E0009949,Conduct Panel Interview,2045-07-15 11:52:17.823636+00:00,,,,,,,,,,,['C01635'],,"['I003', 'I010']"
9949,E0009950,Evaluate Interview,2045-07-16 08:52:17.823636+00:00,,,,,,,Proceed,,['HM003'],,['C01635'],,
9950,E0009951,Initiate Background Check,2045-07-17 03:52:17.823636+00:00,,,,,,,,,,,['C01635'],,
9951,E0009952,Complete Background Check,2045-07-28 03:52:17.823636+00:00,,,,,,Clear,,,,,['C01635'],,
9952,E0009953,Prepare Offer Letter,2045-07-28 06:52:17.823636+00:00,,,,,,,,,['HM003'],,['C01635'],,
9953,E0009954,Send Offer Letter,2045-07-28 14:52:17.823636+00:00,,,,,,,,,,,['C01635'],,
9954,E0009955,Candidate Accept Offer,2045-07-30 00:52:17.823636+00:00,,,,,,,,,,,['C01635'],,
9955,E0009956,Start Onboarding,2045-07-31 00:52:17.823636+00:00,,,,,,,,,,,['C01635'],,
9956,E0009957,Complete HR Paperwork,2045-07-31 01:52:17.823636+00:00,,,,,,,,,,,['C01635'],,
9957,E0009958,Attend Orientation Training,2045-07-31 05:52:17.823636+00:00,,,,,,,,,,,['C01635'],,
9958,E0009959,Complete Onboarding,2045-07-31 09:52:17.823636+00:00,,,,,,,,,,,['C01635'],,
9959,E0009960,Submit Application,2045-07-31 10:44:17.823636+00:00,,,,,,,,['JR015'],,,['C01636'],,
9960,E0009961,Screen Resume,2045-07-31 13:44:17.823636+00:00,,,,R004,,,,,,['R004'],['C01636'],,
9961,E0009962,Schedule Initial Interview,2045-07-31 14:44:17.823636+00:00,,,,,,,,,,['R004'],['C01636'],,
9962,E0009963,Conduct Initial Interview,2045-08-02 08:44:17.823636+00:00,,,,,Fail,,,,,['R004'],['C01636'],,
9963,E0009964,Send Rejection Letter,2045-08-03 00:44:17.823636+00:00,,,,,,,,,,,['C01636'],,
9964,E0009965,Submit Application,2045-08-03 01:18:17.823636+00:00,,,,,,,,['JR005'],,,['C01637'],,
9965,E0009966,Screen Resume,2045-08-03 05:18:17.823636+00:00,,,,R008,,,,,,['R008'],['C01637'],,
9966,E0009967,Schedule Initial Interview,2045-08-03 17:18:17.823636+00:00,,,,,,,,,,['R008'],['C01637'],,
9967,E0009968,Conduct Initial Interview,2045-08-04 06:18:17.823636+00:00,,,,,Fail,,,,,['R008'],['C01637'],,
9968,E0009969,Send Rejection Letter,2045-08-04 16:18:17.823636+00:00,,,,,,,,,,,['C01637'],,
9969,E0009970,Submit Application,2045-08-04 17:13:17.823636+00:00,,,,,,,,['JR037'],,,['C01638'],,
9970,E0009971,Screen Resume,2045-08-04 21:13:17.823636+00:00,,,,R008,,,,,,['R008'],['C01638'],,
9971,E0009972,Schedule Initial Interview,2045-08-06 13:13:17.823636+00:00,,,,,,,,,,['R008'],['C01638'],,
9972,E0009973,Conduct Initial Interview,2045-08-09 04:13:17.823636+00:00,,,,,Pass,,,,,['R008'],['C01638'],,
9973,E0009974,Send Assessment,2045-08-10 03:13:17.823636+00:00,,,,,,,,,,,['C01638'],['A00512'],
9974,E0009975,Complete Assessment,2045-08-11 08:13:17.823636+00:00,,,,,,,,,,,['C01638'],['A00512'],
9975,E0009976,Review Assessment,2045-08-12 08:13:17.823636+00:00,,,,,,Fail,,,['HM011'],,['C01638'],['A00512'],
9976,E0009977,Send Rejection Letter,2045-08-13 08:13:17.823636+00:00,,,,,,,,,,,['C01638'],,
9977,E0009978,Submit Application,2045-08-13 08:55:17.823636+00:00,,,,,,,,['JR038'],,,['C01639'],,
9978,E0009979,Screen Resume,2045-08-13 09:55:17.823636+00:00,,,,R001,,,,,,['R001'],['C01639'],,
9979,E0009980,Schedule Initial Interview,2045-08-14 18:55:17.823636+00:00,,,,,,,,,,['R001'],['C01639'],,
9980,E0009981,Conduct Initial Interview,2045-08-15 16:55:17.823636+00:00,,,,,Fail,,,,,['R001'],['C01639'],,
9981,E0009982,Send Rejection Letter,2045-08-16 02:55:17.823636+00:00,,,,,,,,,,,['C01639'],,
9982,E0009983,Submit Application,2045-08-16 03:00:17.823636+00:00,,,,,,,,['JR027'],,,['C01640'],,
9983,E0009984,Screen Resume,2045-08-16 05:00:17.823636+00:00,,,,R008,,,,,,['R008'],['C01640'],,
9984,E0009985,Send Rejection Letter,2045-08-16 09:00:17.823636+00:00,,,,,,,,,,,['C01640'],,
9985,E0009986,Submit Application,2045-08-16 09:09:17.823636+00:00,,,,,,,,['JR095'],,,['C01641'],,
9986,E0009987,Screen Resume,2045-08-16 10:09:17.823636+00:00,,,,R008,,,,,,['R008'],['C01641'],,
9987,E0009988,Schedule Initial Interview,2045-08-18 01:09:17.823636+00:00,,,,,,,,,,['R008'],['C01641'],,
9988,E0009989,Conduct Initial Interview,2045-08-18 20:09:17.823636+00:00,,,,,Pass,,,,,['R008'],['C01641'],,
9989,E0009990,Send Assessment,2045-08-19 06:09:17.823636+00:00,,,,,,,,,,,['C01641'],['A00642'],
9990,E0009991,Complete Assessment,2045-08-19 18:09:17.823636+00:00,,,,,,,,,,,['C01641'],['A00642'],
9991,E0009992,Review Assessment,2045-08-19 22:09:17.823636+00:00,,,,,,Pass,,,['HM011'],,['C01641'],['A00642'],
9992,E0009993,Schedule Panel Interview,2045-08-20 19:09:17.823636+00:00,,,,,,,,,,,['C01641'],,"['I016', 'I027', 'I017', 'I032']"
9993,E0009994,Conduct Panel Interview,2045-08-23 23:09:17.823636+00:00,,,,,,,,,,,['C01641'],,"['I016', 'I027', 'I017', 'I032']"
9994,E0009995,Evaluate Interview,2045-08-24 22:09:17.823636+00:00,,,,,,,Reject,,['HM011'],,['C01641'],,
9995,E0009996,Send Rejection Letter,2045-08-25 10:09:17.823636+00:00,,,,,,,,,,,['C01641'],,
9996,E0009997,Submit Application,2045-08-25 10:44:17.823636+00:00,,,,,,,,['JR004'],,,['C01642'],,
9997,E0009998,Screen Resume,2045-08-25 14:44:17.823636+00:00,,,,R003,,,,,,['R003'],['C01642'],,
9998,E0009999,Schedule Initial Interview,2045-08-27 12:44:17.823636+00:00,,,,,,,,,,['R003'],['C01642'],,
9999,E0010000,Conduct Initial Interview,2045-08-28 00:44:17.823636+00:00,,,,,Fail,,,,,['R003'],['C01642'],,
10000,E0010001,Send Rejection Letter,2045-08-28 06:44:17.823636+00:00,,,,,,,,,,,['C01642'],,
10001,E0010002,Submit Application,2045-08-28 07:42:17.823636+00:00,,,,,,,,['JR024'],,,['C01643'],,
10002,E0010003,Screen Resume,2045-08-28 11:42:17.823636+00:00,,,,R007,,,,,,['R007'],['C01643'],,
10003,E0010004,Schedule Initial Interview,2045-08-30 11:42:17.823636+00:00,,,,,,,,,,['R007'],['C01643'],,
10004,E0010005,Conduct Initial Interview,2045-09-01 10:42:17.823636+00:00,,,,,Fail,,,,,['R007'],['C01643'],,
10005,E0010006,Send Rejection Letter,2045-09-02 02:42:17.823636+00:00,,,,,,,,,,,['C01643'],,
10006,E0010007,Submit Application,2045-09-02 03:07:17.823636+00:00,,,,,,,,['JR018'],,,['C01644'],,
10007,E0010008,Screen Resume,2045-09-02 04:07:17.823636+00:00,,,,R007,,,,,,['R007'],['C01644'],,
10008,E0010009,Schedule Initial Interview,2045-09-03 20:07:17.823636+00:00,,,,,,,,,,['R007'],['C01644'],,
10009,E0010010,Conduct Initial Interview,2045-09-04 08:07:17.823636+00:00,,,,,Fail,,,,,['R007'],['C01644'],,
10010,E0010011,Send Rejection Letter,2045-09-04 21:07:17.823636+00:00,,,,,,,,,,,['C01644'],,
10011,E0010012,Submit Application,2045-09-04 21:43:17.823636+00:00,,,,,,,,['JR085'],,,['C01645'],,
10012,E0010013,Screen Resume,2045-09-04 22:43:17.823636+00:00,,,,R010,,,,,,['R010'],['C01645'],,
10013,E0010014,Schedule Initial Interview,2045-09-06 10:43:17.823636+00:00,,,,,,,,,,['R010'],['C01645'],,
10014,E0010015,Conduct Initial Interview,2045-09-07 10:43:17.823636+00:00,,,,,Fail,,,,,['R010'],['C01645'],,
10015,E0010016,Send Rejection Letter,2045-09-07 14:43:17.823636+00:00,,,,,,,,,,,['C01645'],,
10016,E0010017,Submit Application,2045-09-07 15:14:17.823636+00:00,,,,,,,,['JR083'],,,['C01646'],,
10017,E0010018,Screen Resume,2045-09-07 19:14:17.823636+00:00,,,,R003,,,,,,['R003'],['C01646'],,
10018,E0010019,Send Rejection Letter,2045-09-08 02:14:17.823636+00:00,,,,,,,,,,,['C01646'],,
10019,E0010020,Submit Application,2045-09-08 03:05:17.823636+00:00,,,,,,,,['JR057'],,,['C01647'],,
10020,E0010021,Screen Resume,2045-09-08 03:47:17.823636+00:00,,,,R002,,,,,,['R002'],['C01647'],,
10021,E0010022,Send Rejection Letter,2045-09-09 00:47:17.823636+00:00,,,,,,,,,,,['C01647'],,
