,eid,timestamp,activity,Customer_Order,Transport_Document,Vehicle,Container
22359,collect_hu6693,2024-03-01T08:34:30.000Z,Collect Goods,,,,
22360,load_truck_hu6693,2024-03-01T08:37:17.000Z,Load Truck,,,,['cr1282']
22361,collect_hu6692,2024-03-01T08:37:17.000Z,Collect Goods,,,,
22362,collect_hu6698,2024-03-01T08:38:00.000Z,Collect Goods,,,,
22363,load_truck_hu6686,2024-03-01T08:38:47.000Z,Load Truck,,,,['cr1272']
22364,load_truck_hu6692,2024-03-01T08:39:01.000Z,Load Truck,,,,['cr1282']
22365,load_truck_hu6698,2024-03-01T08:40:13.000Z,Load Truck,,,,['cr1259']
22366,collect_hu6685,2024-03-01T08:40:13.000Z,Collect Goods,,,,
22367,load_truck_hu6690,2024-03-01T08:44:48.000Z,Load Truck,,,,['cr1272']
22368,load_truck_hu6688,2024-03-01T08:47:23.000Z,Load Truck,,,,['cr1272']
22369,load_truck_hu6685,2024-03-01T08:47:53.000Z,Load Truck,,,,['cr1261']
22370,collect_hu6694,2024-03-01T08:47:53.000Z,Collect Goods,,,,
22371,load_truck_hu6694,2024-03-01T08:52:04.000Z,Load Truck,,,,['cr1282']
22372,collect_hu6697,2024-03-01T08:52:04.000Z,Collect Goods,,,,
22373,collect_hu6677,2024-03-01T08:52:52.000Z,Collect Goods,,,,
22374,load_truck_hu6697,2024-03-01T08:54:18.000Z,Load Truck,,,,['cr1282']
22375,load_truck_hu6677,2024-03-01T08:55:20.000Z,Load Truck,,,,['cr1276']
22376,collect_hu6689,2024-03-01T08:55:20.000Z,Collect Goods,,,,
22377,load_truck_hu6689,2024-03-01T08:57:15.000Z,Load Truck,,,,['cr1272']
22378,collect_hu6680,2024-03-01T08:57:15.000Z,Collect Goods,,,,
22379,load_truck_hu6680,2024-03-01T08:58:14.000Z,Load Truck,,,,['cr1261']
22380,collect_hu6678,2024-03-01T08:58:14.000Z,Collect Goods,,,,
22381,load_truck_hu6668,2024-03-01T09:00:07.000Z,Load Truck,,,,['cr1257']
22382,drive_term_cr1257,2024-03-01T09:14:18.000Z,Drive to Terminal,,,,['cr1257']
22383,pick_cr1284,2024-03-01T09:14:18.000Z,Pick Up Empty Container,,,,['cr1284']
22384,weigh_cr1257,2024-03-01T09:15:49.000Z,Weigh,,,,['cr1257']
22385,stock_cr1257,2024-03-01T09:20:10.000Z,Place in Stock,,,,['cr1257']
22386,create_td372,2024-03-01T09:22:09.000Z,Create Transport Document,['co369'],['td372'],,
22387,load_truck_hu6678,2024-03-01T09:58:35.000Z,Load Truck,,,,['cr1276']
22388,collect_hu6705,2024-03-01T09:58:35.000Z,Collect Goods,,,,
22389,depart_vh80,2024-03-01T10:00:00.000Z,Depart,,"['td347', 'td348', 'td350', 'td352', 'td353', 'td355', 'td358', 'td361', 'td364']",['vh80'],"['cr1206', 'cr1207', 'cr1208', 'cr1209', 'cr1212', 'cr1213', 'cr1218', 'cr1219', 'cr1220', 'cr1221', 'cr1222', 'cr1223', 'cr1229', 'cr1230', 'cr1232', 'cr1239', 'cr1247', 'cr1248', 'cr1258']"
22390,drive_term_cr1282,2024-03-01T10:42:51.000Z,Drive to Terminal,,,,['cr1282']
22391,pick_cr1271,2024-03-01T10:42:51.000Z,Pick Up Empty Container,,,,['cr1271']
22392,weigh_cr1282,2024-03-01T10:47:14.000Z,Weigh,,,,['cr1282']
22393,stock_cr1282,2024-03-01T10:50:53.000Z,Place in Stock,,,,['cr1282']
22394,load_truck_hu6705,2024-03-01T11:00:45.000Z,Load Truck,,,,['cr1284']
22395,collect_hu6703,2024-03-01T11:00:45.000Z,Collect Goods,,,,
22396,load_truck_hu6703,2024-03-01T12:03:25.000Z,Load Truck,,,,['cr1259']
22397,collect_hu6715,2024-03-01T12:03:25.000Z,Collect Goods,,,,
22398,collect_hu6711,2024-03-01T12:12:53.000Z,Collect Goods,,,,
22399,collect_hu6682,2024-03-01T12:14:17.000Z,Collect Goods,,,,
22400,load_truck_hu6682,2024-03-01T12:15:46.000Z,Load Truck,,,,['cr1261']
22401,collect_hu6702,2024-03-01T12:15:46.000Z,Collect Goods,,,,
22402,drive_term_cr1276,2024-03-01T12:16:08.000Z,Drive to Terminal,,,,['cr1276']
22403,pick_cr1275,2024-03-01T12:16:08.000Z,Pick Up Empty Container,,,,['cr1275']
22404,load_truck_hu6702,2024-03-01T12:17:57.000Z,Load Truck,,,,['cr1259']
22405,collect_hu6714,2024-03-01T12:17:57.000Z,Collect Goods,,,,
22406,weigh_cr1276,2024-03-01T12:19:54.000Z,Weigh,,,,['cr1276']
22407,collect_hu6713,2024-03-01T12:20:14.000Z,Collect Goods,,,,
22408,collect_hu6710,2024-03-01T12:21:48.000Z,Collect Goods,,,,
22409,collect_hu6720,2024-03-01T12:24:25.000Z,Collect Goods,,,,
22410,stock_cr1276,2024-03-01T12:25:26.000Z,Place in Stock,,,,['cr1276']
22411,collect_hu6718,2024-03-01T12:33:12.000Z,Collect Goods,,,,
22412,collect_hu6687,2024-03-01T12:35:06.000Z,Collect Goods,,,,
22413,load_truck_hu6687,2024-03-01T12:45:16.000Z,Load Truck,,,,['cr1272']
22414,collect_hu6707,2024-03-01T12:45:16.000Z,Collect Goods,,,,
22415,load_truck_hu6707,2024-03-01T12:46:24.000Z,Load Truck,,,,['cr1284']
22416,collect_hu6712,2024-03-01T12:46:24.000Z,Collect Goods,,,,
22417,load_truck_hu6720,2024-03-01T12:48:01.000Z,Load Truck,,,,['cr1275']
22418,load_truck_hu6710,2024-03-01T12:52:23.000Z,Load Truck,,,,['cr1271']
22419,load_truck_hu6718,2024-03-01T12:54:42.000Z,Load Truck,,,,['cr1275']
22420,collect_hu6721,2024-03-01T12:54:45.000Z,Collect Goods,,,,
22421,collect_hu6700,2024-03-01T12:56:27.000Z,Collect Goods,,,,
22422,load_truck_hu6721,2024-03-01T12:57:07.000Z,Load Truck,,,,['cr1275']
22423,reg_co377,2024-03-01T12:57:38.000Z,Register Customer Order,['co377'],,,
22424,load_truck_hu6715,2024-03-01T12:58:08.000Z,Load Truck,,,,['cr1271']
22425,book_vehs_td372,2024-03-01T13:18:10.000Z,Book Vehicles,,['td372'],['vh86'],
22426,load_truck_hu6700,2024-03-01T13:57:50.000Z,Load Truck,,,,['cr1259']
22427,collect_hu6716,2024-03-01T13:57:50.000Z,Collect Goods,,,,
22428,load_truck_hu6713,2024-03-01T14:01:13.000Z,Load Truck,,,,['cr1271']
22429,load_truck_hu6711,2024-03-01T14:06:03.000Z,Load Truck,,,,['cr1271']
22430,load_truck_hu6712,2024-03-01T14:06:57.000Z,Load Truck,,,,['cr1271']
22431,load_truck_hu6714,2024-03-01T14:11:03.000Z,Load Truck,,,,['cr1271']
22432,drive_term_cr1271,2024-03-01T14:29:45.000Z,Drive to Terminal,,,,['cr1271']
22433,weigh_cr1271,2024-03-01T14:34:38.000Z,Weigh,,,,['cr1271']
22434,stock_cr1271,2024-03-01T14:37:24.000Z,Place in Stock,,,,['cr1271']
22435,load_truck_hu6716,2024-03-01T14:58:39.000Z,Load Truck,,,,['cr1275']
22436,collect_hu6717,2024-03-01T14:58:39.000Z,Collect Goods,,,,
22437,order_crs_td372,2024-03-01T15:16:39.000Z,Order Empty Containers,,['td372'],,"['cr1285', 'cr1286', 'cr1287', 'cr1288', 'cr1289']"
22438,pick_cr1245,2024-03-01T15:38:03.000Z,Pick Up Empty Container,,,,['cr1245']
22439,load_truck_hu6717,2024-03-01T16:04:22.000Z,Load Truck,,,,['cr1275']
22440,collect_hu6725,2024-03-01T16:04:22.000Z,Collect Goods,,,,
22441,collect_hu6684,2024-03-01T16:08:43.000Z,Collect Goods,,,,
22442,load_truck_hu6684,2024-03-01T16:19:56.000Z,Load Truck,,,,['cr1261']
22443,collect_hu6706,2024-03-01T16:19:56.000Z,Collect Goods,,,,
22444,load_truck_hu6706,2024-03-01T16:41:04.000Z,Load Truck,,,,['cr1284']
22445,collect_hu6727,2024-03-01T16:41:04.000Z,Collect Goods,,,,
22446,collect_hu6723,2024-03-01T16:50:19.000Z,Collect Goods,,,,
22447,drive_term_cr1259,2024-03-01T16:58:18.000Z,Drive to Terminal,,,,['cr1259']
22448,pick_cr1283,2024-03-01T16:58:18.000Z,Pick Up Empty Container,,,,['cr1283']
22449,load_truck_hu6727,2024-03-01T17:00:27.000Z,Load Truck,,,,['cr1245']
22450,load_truck_hu6725,2024-03-01T17:21:03.000Z,Load Truck,,,,['cr1245']
22451,drive_term_cr1261,2024-03-01T17:55:59.000Z,Drive to Terminal,,,,['cr1261']
22452,load_truck_hu6723,2024-03-01T17:57:46.000Z,Load Truck,,,,['cr1245']
22453,collect_hu6732,2024-03-01T17:57:46.000Z,Collect Goods,,,,
22454,weigh_cr1259,2024-03-01T18:13:34.000Z,Weigh,,,,['cr1259']
22455,pick_cr1273,2024-03-01T22:32:28.000Z,Pick Up Empty Container,,,,['cr1273']
22456,stock_cr1259,2024-03-04T06:23:53.000Z,Place in Stock,,,,['cr1259']
22457,to_bay_cr1282,2024-03-04T06:29:20.000Z,Bring to Loading Bay,,,,['cr1282']
22458,load_veh_cr1282,2024-03-04T06:45:48.000Z,Load to Vehicle,,,['vh81'],['cr1282']
22459,to_bay_cr1277,2024-03-04T06:46:50.000Z,Bring to Loading Bay,,,,['cr1277']
22460,to_bay_cr1278,2024-03-04T06:49:33.000Z,Bring to Loading Bay,,,,['cr1278']
22461,to_bay_cr1281,2024-03-04T06:52:45.000Z,Bring to Loading Bay,,,,['cr1281']
22462,load_veh_cr1277,2024-03-04T06:54:30.000Z,Load to Vehicle,,,['vh81'],['cr1277']
22463,to_bay_cr1279,2024-03-04T06:59:53.000Z,Bring to Loading Bay,,,,['cr1279']
22464,collect_hu6726,2024-03-04T07:08:03.000Z,Collect Goods,,,,
22465,load_truck_hu6726,2024-03-04T07:18:15.000Z,Load Truck,,,,['cr1245']
22466,collect_hu6722,2024-03-04T07:18:15.000Z,Collect Goods,,,,
22467,collect_hu6730,2024-03-04T07:19:50.000Z,Collect Goods,,,,
22468,load_truck_hu6722,2024-03-04T07:23:24.000Z,Load Truck,,,,['cr1245']
22469,collect_hu6736,2024-03-04T07:25:19.000Z,Collect Goods,,,,
22470,load_truck_hu6736,2024-03-04T07:31:36.000Z,Load Truck,,,,['cr1273']
22471,collect_hu6734,2024-03-04T07:31:36.000Z,Collect Goods,,,,
22472,load_truck_hu6730,2024-03-04T07:32:10.000Z,Load Truck,,,,['cr1283']
22473,load_truck_hu6732,2024-03-04T07:34:58.000Z,Load Truck,,,,['cr1283']
22474,load_truck_hu6734,2024-03-04T07:35:46.000Z,Load Truck,,,,['cr1273']
22475,collect_hu6724,2024-03-04T07:35:46.000Z,Collect Goods,,,,
22476,load_truck_hu6724,2024-03-04T07:41:29.000Z,Load Truck,,,,['cr1245']
22477,collect_hu6691,2024-03-04T07:41:29.000Z,Collect Goods,,,,
22478,load_truck_hu6691,2024-03-04T07:44:11.000Z,Load Truck,,,,['cr1272']
22479,collect_hu6704,2024-03-04T07:44:11.000Z,Collect Goods,,,,
22480,load_veh_cr1281,2024-03-04T07:55:53.000Z,Load to Vehicle,,,['vh81'],['cr1281']
22481,weigh_cr1261,2024-03-04T07:55:53.000Z,Weigh,,,,['cr1261']
22482,load_truck_hu6704,2024-03-04T08:44:24.000Z,Load Truck,,,,['cr1284']
22483,collect_hu6738,2024-03-04T08:44:24.000Z,Collect Goods,,,,
22484,load_truck_hu6738,2024-03-04T08:45:37.000Z,Load Truck,,,,['cr1273']
22485,collect_hu6731,2024-03-04T08:45:37.000Z,Collect Goods,,,,
22486,load_truck_hu6731,2024-03-04T08:46:36.000Z,Load Truck,,,,['cr1283']
22487,collect_hu6729,2024-03-04T08:46:36.000Z,Collect Goods,,,,
22488,collect_hu6728,2024-03-04T08:48:03.000Z,Collect Goods,,,,
22489,collect_hu6737,2024-03-04T08:48:37.000Z,Collect Goods,,,,
22490,load_truck_hu6729,2024-03-04T08:51:07.000Z,Load Truck,,,,['cr1283']
22491,load_truck_hu6728,2024-03-04T08:51:44.000Z,Load Truck,,,,['cr1283']
22492,drive_term_cr1245,2024-03-04T08:52:44.000Z,Drive to Terminal,,,,['cr1245']
22493,pick_cr1263,2024-03-04T08:52:44.000Z,Pick Up Empty Container,,,,['cr1263']
22494,load_truck_hu6737,2024-03-04T08:53:10.000Z,Load Truck,,,,['cr1273']
22495,collect_hu6740,2024-03-04T08:53:10.000Z,Collect Goods,,,,
22496,collect_hu6708,2024-03-04T08:56:42.000Z,Collect Goods,,,,
22497,stock_cr1261,2024-03-04T08:57:43.000Z,Place in Stock,,,,['cr1261']
22498,weigh_cr1245,2024-03-04T08:57:43.000Z,Weigh,,,,['cr1245']
22499,load_truck_hu6708,2024-03-04T08:59:35.000Z,Load Truck,,,,['cr1284']
22500,collect_hu6719,2024-03-04T08:59:35.000Z,Collect Goods,,,,
22501,load_veh_cr1278,2024-03-04T08:59:39.000Z,Load to Vehicle,,,['vh81'],['cr1278']
22502,drive_term_cr1272,2024-03-04T09:30:25.000Z,Drive to Terminal,,,,['cr1272']
22503,pick_cr1262,2024-03-04T09:30:25.000Z,Pick Up Empty Container,,,,['cr1262']
22504,weigh_cr1272,2024-03-04T09:33:03.000Z,Weigh,,,,['cr1272']
22505,stock_cr1272,2024-03-04T09:33:42.000Z,Place in Stock,,,,['cr1272']
22506,reg_co378,2024-03-04T09:38:40.000Z,Register Customer Order,['co378'],,,
22507,stock_cr1245,2024-03-04T09:58:36.000Z,Place in Stock,,,,['cr1245']
22508,load_veh_cr1279,2024-03-04T10:00:31.000Z,Load to Vehicle,,,['vh81'],['cr1279']
22509,load_truck_hu6719,2024-03-04T10:02:44.000Z,Load Truck,,,,['cr1275']
22510,collect_hu6742,2024-03-04T10:02:44.000Z,Collect Goods,,,,
22511,collect_hu6747,2024-03-04T10:03:40.000Z,Collect Goods,,,,
22512,load_truck_hu6747,2024-03-04T10:06:15.000Z,Load Truck,,,,['cr1262']
22513,collect_hu6741,2024-03-04T10:06:15.000Z,Collect Goods,,,,
22514,load_truck_hu6742,2024-03-04T10:07:48.000Z,Load Truck,,,,['cr1263']
22515,collect_hu6748,2024-03-04T10:08:16.000Z,Collect Goods,,,,
22516,load_truck_hu6740,2024-03-04T10:10:12.000Z,Load Truck,,,,['cr1263']
22517,load_truck_hu6748,2024-03-04T10:10:35.000Z,Load Truck,,,,['cr1262']
22518,collect_hu6746,2024-03-04T10:10:35.000Z,Collect Goods,,,,
22519,collect_hu6709,2024-03-04T10:12:00.000Z,Collect Goods,,,,
22520,load_truck_hu6741,2024-03-04T10:14:06.000Z,Load Truck,,,,['cr1263']
22521,load_truck_hu6709,2024-03-04T10:15:12.000Z,Load Truck,,,,['cr1284']
22522,collect_hu6735,2024-03-04T10:15:12.000Z,Collect Goods,,,,
22523,load_truck_hu6735,2024-03-04T10:15:56.000Z,Load Truck,,,,['cr1273']
22524,collect_hu6750,2024-03-04T10:15:56.000Z,Collect Goods,,,,
22525,load_truck_hu6746,2024-03-04T10:15:59.000Z,Load Truck,,,,['cr1262']
22526,drive_term_cr1275,2024-03-04T10:16:26.000Z,Drive to Terminal,,,,['cr1275']
22527,pick_cr1233,2024-03-04T10:16:26.000Z,Pick Up Empty Container,,,,['cr1233']
22528,load_truck_hu6750,2024-03-04T10:17:35.000Z,Load Truck,,,,['cr1262']
22529,collect_hu6756,2024-03-04T10:17:35.000Z,Collect Goods,,,,
22530,collect_hu6749,2024-03-04T10:19:36.000Z,Collect Goods,,,,
22531,weigh_cr1275,2024-03-04T10:20:09.000Z,Weigh,,,,['cr1275']
22532,load_truck_hu6749,2024-03-04T10:20:51.000Z,Load Truck,,,,['cr1262']
22533,collect_hu6739,2024-03-04T10:20:51.000Z,Collect Goods,,,,
22534,load_truck_hu6739,2024-03-04T10:22:47.000Z,Load Truck,,,,['cr1263']
22535,collect_hu6753,2024-03-04T10:22:47.000Z,Collect Goods,,,,
22536,stock_cr1275,2024-03-04T10:23:14.000Z,Place in Stock,,,,['cr1275']
22537,create_td373,2024-03-04T10:23:27.000Z,Create Transport Document,['co374'],['td373'],,
22538,collect_hu6754,2024-03-04T10:23:36.000Z,Collect Goods,,,,
22539,create_td374,2024-03-04T10:25:52.000Z,Create Transport Document,['co371'],['td374'],,
22540,collect_hu6755,2024-03-04T10:27:51.000Z,Collect Goods,,,,
22541,collect_hu6745,2024-03-04T10:28:58.000Z,Collect Goods,,,,
22542,load_truck_hu6745,2024-03-04T10:32:37.000Z,Load Truck,,,,['cr1262']
22543,collect_hu6744,2024-03-04T10:32:37.000Z,Collect Goods,,,,
22544,load_truck_hu6744,2024-03-04T10:35:19.000Z,Load Truck,,,,['cr1263']
22545,collect_hu6743,2024-03-04T10:35:19.000Z,Collect Goods,,,,
22546,load_truck_hu6755,2024-03-04T10:38:48.000Z,Load Truck,,,,['cr1233']
22547,load_truck_hu6743,2024-03-04T10:40:27.000Z,Load Truck,,,,['cr1263']
22548,collect_hu6752,2024-03-04T10:40:27.000Z,Collect Goods,,,,
22549,collect_hu6751,2024-03-04T10:41:54.000Z,Collect Goods,,,,
22550,load_truck_hu6752,2024-03-04T10:44:01.000Z,Load Truck,,,,['cr1233']
22551,load_truck_hu6754,2024-03-04T10:45:34.000Z,Load Truck,,,,['cr1233']
22552,load_truck_hu6753,2024-03-04T10:46:30.000Z,Load Truck,,,,['cr1233']
22553,book_vehs_td373,2024-03-04T10:46:54.000Z,Book Vehicles,,['td373'],['vh86'],
22554,load_truck_hu6756,2024-03-04T10:47:41.000Z,Load Truck,,,,['cr1233']
22555,load_truck_hu6751,2024-03-04T10:49:19.000Z,Load Truck,,,,['cr1233']
22556,collect_hu6733,2024-03-04T10:49:19.000Z,Collect Goods,,,,
22557,load_truck_hu6733,2024-03-04T10:51:42.000Z,Load Truck,,,,['cr1283']
22558,drive_term_cr1263,2024-03-04T10:52:54.000Z,Drive to Terminal,,,,['cr1263']
22559,pick_cr1280,2024-03-04T10:52:54.000Z,Pick Up Empty Container,,,,['cr1280']
22560,collect_hu6757,2024-03-04T10:52:54.000Z,Collect Goods,,,,
22561,collect_hu6758,2024-03-04T10:55:25.000Z,Collect Goods,,,,
22562,weigh_cr1263,2024-03-04T10:57:35.000Z,Weigh,,,,['cr1263']
22563,drive_term_cr1284,2024-03-04T12:24:52.000Z,Drive to Terminal,,,,['cr1284']
22564,pick_cr1235,2024-03-04T12:24:52.000Z,Pick Up Empty Container,,,,['cr1235']
22565,weigh_cr1284,2024-03-04T12:27:48.000Z,Weigh,,,,['cr1284']
22566,drive_term_cr1273,2024-03-04T12:28:36.000Z,Drive to Terminal,,,,['cr1273']
22567,pick_cr1249,2024-03-04T12:28:36.000Z,Pick Up Empty Container,,,,['cr1249']
22568,to_bay_cr1284,2024-03-04T12:31:16.000Z,Bring to Loading Bay,,,,['cr1284']
22569,load_veh_cr1284,2024-03-04T12:32:21.000Z,Load to Vehicle,,,['vh81'],['cr1284']
22570,weigh_cr1273,2024-03-04T12:32:28.000Z,Weigh,,,,['cr1273']
22571,stock_cr1273,2024-03-04T12:38:35.000Z,Place in Stock,,,,['cr1273']
22572,book_vehs_td374,2024-03-04T12:52:15.000Z,Book Vehicles,,['td374'],['vh84'],
22573,drive_term_cr1233,2024-03-04T12:54:42.000Z,Drive to Terminal,,,,['cr1233']
22574,weigh_cr1233,2024-03-04T12:56:10.000Z,Weigh,,,,['cr1233']
22575,collect_hu6765,2024-03-04T12:56:32.000Z,Collect Goods,,,,
22576,stock_cr1263,2024-03-04T12:57:39.000Z,Place in Stock,,,,['cr1263']
22577,stock_cr1233,2024-03-04T12:57:52.000Z,Place in Stock,,,,['cr1233']
22578,load_truck_hu6765,2024-03-04T12:57:56.000Z,Load Truck,,,,['cr1235']
22579,collect_hu6773,2024-03-04T12:57:56.000Z,Collect Goods,,,,
22580,drive_term_cr1262,2024-03-04T12:58:28.000Z,Drive to Terminal,,,,['cr1262']
22581,load_truck_hu6758,2024-03-04T13:12:19.000Z,Load Truck,,,,['cr1280']
22582,load_truck_hu6757,2024-03-04T13:13:04.000Z,Load Truck,,,,['cr1280']
22583,drive_term_cr1283,2024-03-04T13:45:57.000Z,Drive to Terminal,,,,['cr1283']
22584,weigh_cr1283,2024-03-04T13:50:51.000Z,Weigh,,,,['cr1283']
22585,order_crs_td373,2024-03-04T13:54:45.000Z,Order Empty Containers,,['td373'],,"['cr1290', 'cr1291']"
22586,to_bay_cr1283,2024-03-04T13:55:09.000Z,Bring to Loading Bay,,,,['cr1283']
22587,load_truck_hu6773,2024-03-04T13:58:45.000Z,Load Truck,,,,['cr1249']
22588,collect_hu6767,2024-03-04T13:58:45.000Z,Collect Goods,,,,
22589,weigh_cr1262,2024-03-04T13:58:54.000Z,Weigh,,,,['cr1262']
22590,stock_cr1262,2024-03-04T13:59:57.000Z,Place in Stock,,,,['cr1262']
22591,load_veh_cr1283,2024-03-04T14:56:32.000Z,Load to Vehicle,,,['vh81'],['cr1283']
22592,load_truck_hu6767,2024-03-04T15:02:31.000Z,Load Truck,,,,['cr1235']
22593,collect_hu6770,2024-03-04T15:02:31.000Z,Collect Goods,,,,
22594,load_truck_hu6770,2024-03-04T15:03:55.000Z,Load Truck,,,,['cr1249']
22595,collect_hu6764,2024-03-04T15:03:55.000Z,Collect Goods,,,,
22596,collect_hu6759,2024-03-04T15:05:23.000Z,Collect Goods,,,,
22597,load_truck_hu6764,2024-03-04T15:07:06.000Z,Load Truck,,,,['cr1235']
22598,load_truck_hu6759,2024-03-04T15:10:48.000Z,Load Truck,,,,['cr1280']
22599,collect_hu6766,2024-03-04T15:10:48.000Z,Collect Goods,,,,
22600,load_truck_hu6766,2024-03-04T15:12:34.000Z,Load Truck,,,,['cr1235']
22601,collect_hu6771,2024-03-04T15:12:34.000Z,Collect Goods,,,,
22602,load_truck_hu6771,2024-03-04T15:19:50.000Z,Load Truck,,,,['cr1249']
22603,collect_hu6763,2024-03-04T15:19:50.000Z,Collect Goods,,,,
22604,load_truck_hu6763,2024-03-04T15:25:53.000Z,Load Truck,,,,['cr1235']
22605,collect_hu6762,2024-03-04T15:25:53.000Z,Collect Goods,,,,
22606,order_crs_td374,2024-03-04T15:32:08.000Z,Order Empty Containers,,['td374'],,"['cr1292', 'cr1293', 'cr1294', 'cr1295']"
22607,load_truck_hu6762,2024-03-04T15:33:33.000Z,Load Truck,,,,['cr1280']
22608,collect_hu6760,2024-03-04T15:33:33.000Z,Collect Goods,,,,
22609,load_truck_hu6760,2024-03-04T15:36:31.000Z,Load Truck,,,,['cr1280']
22610,collect_hu6772,2024-03-04T15:36:31.000Z,Collect Goods,,,,
22611,load_truck_hu6772,2024-03-04T15:37:30.000Z,Load Truck,,,,['cr1249']
22612,collect_hu6774,2024-03-04T15:37:30.000Z,Collect Goods,,,,
22613,collect_hu6761,2024-03-04T15:38:15.000Z,Collect Goods,,,,
22614,collect_hu6768,2024-03-04T15:39:17.000Z,Collect Goods,,,,
22615,load_truck_hu6761,2024-03-04T15:40:21.000Z,Load Truck,,,,['cr1280']
22616,load_truck_hu6774,2024-03-04T15:41:01.000Z,Load Truck,,,,['cr1249']
22617,reg_co379,2024-03-04T15:42:02.000Z,Register Customer Order,['co379'],,,
22618,load_truck_hu6768,2024-03-04T15:42:31.000Z,Load Truck,,,,['cr1235']
22619,collect_hu6769,2024-03-04T15:42:31.000Z,Collect Goods,,,,
22620,load_truck_hu6769,2024-03-04T15:43:48.000Z,Load Truck,,,,['cr1249']
22621,drive_term_cr1249,2024-03-04T15:59:56.000Z,Drive to Terminal,,,,['cr1249']
22622,drive_term_cr1235,2024-03-04T16:50:43.000Z,Drive to Terminal,,,,['cr1235']
22623,weigh_cr1249,2024-03-04T17:07:02.000Z,Weigh,,,,['cr1249']
22624,create_td375,2024-03-04T17:13:09.000Z,Create Transport Document,['co377'],['td375'],,
22625,stock_cr1249,2024-03-04T17:15:54.000Z,Place in Stock,,,,['cr1249']
22626,weigh_cr1235,2024-03-04T17:53:22.000Z,Weigh,,,,['cr1235']
22627,pick_cr1274,2024-03-05T02:30:16.000Z,Pick Up Empty Container,,,,['cr1274']
22628,collect_hu6777,2024-03-05T02:30:16.000Z,Collect Goods,,,,
22629,pick_cr1251,2024-03-05T03:31:16.000Z,Pick Up Empty Container,,,,['cr1251']
22630,pick_cr1270,2024-03-05T03:32:20.000Z,Pick Up Empty Container,,,,['cr1270']
22631,book_vehs_td375,2024-03-05T06:15:08.000Z,Book Vehicles,,['td375'],['vh84'],
22632,collect_hu6785,2024-03-05T06:33:08.000Z,Collect Goods,,,,
22633,collect_hu6783,2024-03-05T06:37:33.000Z,Collect Goods,,,,
22634,collect_hu6792,2024-03-05T06:50:50.000Z,Collect Goods,,,,
22635,drive_term_cr1280,2024-03-05T06:51:11.000Z,Drive to Terminal,,,,['cr1280']
22636,weigh_cr1280,2024-03-05T06:53:45.000Z,Weigh,,,,['cr1280']
22637,collect_hu6787,2024-03-05T06:54:53.000Z,Collect Goods,,,,
22638,stock_cr1235,2024-03-05T06:55:21.000Z,Place in Stock,,,,['cr1235']
22639,collect_hu6778,2024-03-05T06:59:21.000Z,Collect Goods,,,,
22640,load_truck_hu6785,2024-03-05T07:10:48.000Z,Load Truck,,,,['cr1251']
22641,load_truck_hu6787,2024-03-05T07:11:55.000Z,Load Truck,,,,['cr1270']
22642,load_truck_hu6783,2024-03-05T07:13:31.000Z,Load Truck,,,,['cr1251']
22643,load_truck_hu6792,2024-03-05T07:16:41.000Z,Load Truck,,,,['cr1270']
22644,order_crs_td375,2024-03-05T07:47:10.000Z,Order Empty Containers,,['td375'],,"['cr1296', 'cr1297', 'cr1298']"
22645,collect_hu6788,2024-03-05T08:00:04.000Z,Collect Goods,,,,
22646,to_bay_cr1280,2024-03-05T08:00:30.000Z,Bring to Loading Bay,,,,['cr1280']
22647,load_truck_hu6788,2024-03-05T08:02:03.000Z,Load Truck,,,,['cr1270']
22648,collect_hu6791,2024-03-05T08:02:03.000Z,Collect Goods,,,,
22649,load_truck_hu6791,2024-03-05T08:04:07.000Z,Load Truck,,,,['cr1270']
22650,collect_hu6782,2024-03-05T08:04:07.000Z,Collect Goods,,,,
22651,load_veh_cr1280,2024-03-05T08:07:11.000Z,Load to Vehicle,,,['vh81'],['cr1280']
22652,load_truck_hu6782,2024-03-05T08:11:34.000Z,Load Truck,,,,['cr1251']
22653,collect_hu6789,2024-03-05T08:11:34.000Z,Collect Goods,,,,
22654,load_truck_hu6789,2024-03-05T08:12:17.000Z,Load Truck,,,,['cr1270']
22655,collect_hu6775,2024-03-05T08:12:17.000Z,Collect Goods,,,,
22656,collect_hu6786,2024-03-05T08:13:12.000Z,Collect Goods,,,,
22657,load_truck_hu6786,2024-03-05T08:17:31.000Z,Load Truck,,,,['cr1251']
22658,collect_hu6781,2024-03-05T08:17:31.000Z,Collect Goods,,,,
22659,collect_hu6780,2024-03-05T08:19:11.000Z,Collect Goods,,,,
22660,load_truck_hu6781,2024-03-05T08:19:52.000Z,Load Truck,,,,['cr1251']
22661,collect_hu6779,2024-03-05T08:24:04.000Z,Collect Goods,,,,
22662,collect_hu6784,2024-03-05T08:25:29.000Z,Collect Goods,,,,
22663,load_truck_hu6784,2024-03-05T08:33:10.000Z,Load Truck,,,,['cr1251']
22664,collect_hu6776,2024-03-05T08:33:10.000Z,Collect Goods,,,,
22665,collect_hu6790,2024-03-05T08:33:53.000Z,Collect Goods,,,,
22666,load_truck_hu6790,2024-03-05T08:35:09.000Z,Load Truck,,,,['cr1270']
22667,drive_term_cr1251,2024-03-05T08:45:42.000Z,Drive to Terminal,,,,['cr1251']
22668,load_truck_hu6779,2024-03-05T08:45:57.000Z,Load Truck,,,,['cr1274']
